Date,Adj Close,Volume
2019/02/27,52.380001,10674200
2019/02/26,52.599998,12041300
2019/02/25,52.560001,14722200
2019/02/22,52.48,11689700
2019/02/21,52.110001,14759500
2019/02/20,51.77,13440900
2019/02/19,52.02,12357500
2019/02/15,51.720001,13822200
2019/02/14,51.48,11155300
2019/02/13,51.419998,11342600
2019/02/12,51.220001,14188500
2019/02/11,51.23,9714500
2019/02/08,51.029999,11535600
2019/02/07,50.220001,14905000
2019/02/06,51.259998,9220900
2019/02/05,51.240002,13345500
2019/02/04,51.029999,12221200
2019/02/01,50.810001,14849600
2019/01/31,50.23,20403600
2019/01/30,50.360001,13483800
2019/01/29,49.610001,10838600
2019/01/28,49.52,11799100
2019/01/25,49.799999,16656600
2019/01/24,49.200001,11442200
2019/01/23,49.240002,15551200
2019/01/22,48.939999,13318700
2019/01/18,49.27,15930600
2019/01/17,48.580002,12711200
2019/01/16,48.060001,14114000
2019/01/15,48.380001,12142100
2019/01/14,47.989998,14869400
2019/01/11,48.099567,16397400
2019/01/10,47.63142,16652700
2019/01/09,47.591576,19100200
2019/01/08,47.691185,16255700
2019/01/07,47.262878,17967900
2019/01/04,46.525795,20984000
2019/01/03,44.603405,19868700
2019/01/02,45.041672,14320400
2018/12/31,44.971951,14932600
2018/12/28,44.64325,39141200
2018/12/27,44.79266,19048700
2018/12/26,44.414158,21428900
2018/12/24,42.521648,17230400
2018/12/21,43.826485,58768400
2018/12/20,46.057652,35165200
2018/12/19,46.266823,34397300
2018/12/18,45.669186,42855600
2018/12/17,45.54966,30441100
2018/12/14,46.416229,21434300
2018/12/13,47.043747,23295400
2018/12/12,47.133389,21404000
2018/12/11,46.276783,22680200
2018/12/10,46.48595,26375500
2018/12/07,45.818596,23978000
2018/12/06,46.495914,39877000
2018/12/04,48.557751,24643500
2018/12/03,49.633495,21966600
2018/11/30,48.567711,22884500
2018/11/29,47.711105,17052100
2018/11/28,47.999958,29352900
2018/11/27,47.252914,28054600
2018/11/26,48.069683,21603800
2018/11/23,48.50795,7807300
2018/11/21,48.428265,13859500
2018/11/20,48.139408,19389600
2018/11/19,49.354595,19520500
2018/11/16,50.968204,20929600
2018/11/15,50.43034,24922800
2018/11/14,48.647396,16094000
2018/11/13,49.314751,13550600
2018/11/12,49.025898,14374400
2018/11/09,50.410416,15316100
2018/11/08,50.231125,11966600
2018/11/07,50.061794,14329800
2018/11/06,49.055779,12362700
2018/11/05,48.826687,13125800
2018/11/02,48.637436,17289300
2018/11/01,48.398384,17764900
2018/10/31,48.647396,21082900
2018/10/30,48.37846,24438200
2018/10/29,46.834576,19248700
2018/10/26,47.133389,23088700
2018/10/25,47.770866,19349300
2018/10/24,46.575596,20028200
2018/10/23,47.800751,18921500
2018/10/22,47.750946,16480200
2018/10/19,47.402325,17768400
2018/10/18,47.193153,15084800
2018/10/17,47.671261,15071100
2018/10/16,48.039803,13600200
2018/10/15,46.934177,15693400
2018/10/12,47.003902,23152800
2018/10/11,46.408665,26387600
2018/10/10,47.023746,20885400
2018/10/09,48.482075,19009800
2018/10/08,48.968189,16295800
2018/10/05,48.958263,16900200
2018/10/04,49.077316,19034000
2018/10/03,49.355087,21207600
2018/10/02,49.83128,22406800
2018/10/01,51.388817,19217800
2018/09/28,51.150723,16234200
2018/09/27,51.27969,17993500
2018/09/26,51.220169,18131000
2018/09/25,51.309456,18665800
2018/09/24,50.833263,23906100
2018/09/21,50.694374,50751900
2018/09/20,50.02969,26973500
2018/09/19,49.037628,20904800
2018/09/18,48.640804,33451100
2018/09/17,48.789616,29225000
2018/09/14,48.859058,20066100
2018/09/13,48.571362,22124400
2018/09/12,48.948345,17058700
2018/09/11,48.531673,14877200
2018/09/10,48.472153,20390600
2018/09/07,47.430492,20513900
2018/09/06,47.33128,18456100
2018/09/05,47.658665,16437700
2018/09/04,48.194378,17289000
2018/08/31,48.194378,17844100
2018/08/30,47.995968,15154900
2018/08/29,48.501915,17307700
2018/08/28,48.253902,15475700
2018/08/27,48.938427,12253300
2018/08/24,48.868977,14011700
2018/08/23,48.571362,11026700
2018/08/22,48.412628,11639400
2018/08/21,48.025726,10187600
2018/08/20,48.035645,11936700
2018/08/17,47.976124,11412000
2018/08/16,47.718185,11874300
2018/08/15,47.460251,14091000
2018/08/14,47.847157,11513700
2018/08/13,47.628899,12152100
2018/08/10,47.936443,10502200
2018/08/09,48.154694,14708000
2018/08/08,48.005882,10849400
2018/08/07,48.095169,11608000
2018/08/06,48.283661,13529300
2018/08/03,48.085255,14295800
2018/08/02,47.519775,14227400
2018/08/01,46.974136,22933600
2018/07/31,47.301521,18808100
2018/07/30,47.351124,20167300
2018/07/27,48.24398,14856100
2018/07/26,48.482075,15229900
2018/07/25,48.56144,16354900
2018/07/24,48.283661,19885500
2018/07/23,48.283661,17990200
2018/07/20,48.134853,17232900
2018/07/19,48.055489,16656500
2018/07/18,48.253902,19234700
2018/07/17,48.511837,18823100
2018/07/16,48.075329,22949600
2018/07/13,48.055489,25771400
2018/07/12,47.581161,24857900
2018/07/11,47.077187,22802600
2018/07/10,46.434868,27422000
2018/07/09,46.177937,25125700
2018/07/06,45.456558,20764300
2018/07/05,44.873528,21916200
2018/07/03,44.191681,16783300
2018/07/02,44.418968,20655500
2018/06/29,43.539486,22144900
2018/06/28,43.322079,20918400
2018/06/27,42.936687,26360100
2018/06/26,43.885345,20717500
2018/06/25,43.756878,24640500
2018/06/22,43.579006,29735100
2018/06/21,42.59082,32635100
2018/06/20,42.314129,59129000
2018/06/19,45.72337,22764900
2018/06/18,45.970417,21474100
2018/06/15,45.733253,28120400
2018/06/14,45.357738,37001300
2018/06/13,47.699741,18053300
2018/06/12,47.877617,14713600
2018/06/11,47.620686,12521100
2018/06/08,47.610802,14515400
2018/06/07,47.116714,13714100
2018/06/06,47.185886,13299100
2018/06/05,46.573215,13430900
2018/06/04,46.760963,12178400
2018/06/01,46.790607,10863200
2018/05/31,46.168056,13062400
2018/05/30,46.494156,11906500
2018/05/29,45.713486,12427800
2018/05/25,46.444744,11354300
2018/05/24,45.911125,12497700
2018/05/23,46.345928,8921500
2018/05/22,45.822189,18505100
2018/05/21,46.652264,13416300
2018/05/18,45.772778,13517300
2018/05/17,45.990185,10162300
2018/05/16,46.177937,9874200
2018/05/15,46.256992,11304900
2018/05/14,46.266872,9689500
2018/05/11,46.266872,9498100
2018/05/10,46.375576,10974200
2018/05/09,46.029709,11822400
2018/05/08,45.39727,9830600
2018/05/07,45.525734,9006000
2018/05/04,45.169987,10571800
2018/05/03,44.527668,15370200
2018/05/02,44.972347,10715200
2018/05/01,45.40715,8838000
2018/04/30,45.130455,13896600
2018/04/27,44.992111,14420800
2018/04/26,45.41703,12175800
2018/04/25,45.209515,12637500
2018/04/24,44.992111,13357000
2018/04/23,45.258923,14904400
2018/04/20,45.683842,15675600
2018/04/19,46.266872,8563200
2018/04/18,46.523808,11312900
2018/04/17,46.108765,10762700
2018/04/16,45.505966,11639000
2018/04/13,45.347862,12493600
2018/04/12,45.151039,13970300
2018/04/11,44.885326,14911400
2018/04/10,45.091991,14868900
2018/04/09,44.186604,15200000
2018/04/06,44.117725,13893600
2018/04/05,45.229763,12313000
2018/04/04,44.786919,18505900
2018/04/03,44.176769,15734600
2018/04/02,44.294861,15343300
2018/03/29,45.023106,14256400
2018/03/28,44.265335,22156900
2018/03/27,44.658985,18925300
2018/03/26,45.741501,20754800
2018/03/23,44.078358,21398900
2018/03/22,45.160881,25610100
2018/03/21,46.272926,34597700
2018/03/20,46.302448,68601000
2018/03/19,51.124596,25777400
2018/03/16,51.43951,21011500
2018/03/15,51.537918,14155200
2018/03/14,51.488716,10885500
2018/03/13,51.744587,12864400
2018/03/12,52.059502,14108400
2018/03/09,52.128391,16218600
2018/03/08,51.301735,15864400
2018/03/07,50.898254,11727300
2018/03/06,50.681744,13907100
2018/03/05,50.475082,18771500
2018/03/02,49.520493,17291000
2018/03/01,48.920185,16539800
2018/02/28,49.864925,14947900
2018/02/27,49.923977,14339600
2018/02/26,50.356983,12956000
2018/02/23,49.697632,8866800
2018/02/22,48.802094,9513200
2018/02/21,48.64463,13050800
2018/02/20,49.097324,14144900
2018/02/16,49.904297,11098800
2018/02/15,49.835407,14132500
2018/02/14,48.664318,14271400
2018/02/13,47.71957,12633100
2018/02/12,47.384972,16261600
2018/02/09,46.971645,23191000
2018/02/08,46.095787,21255400
2018/02/07,48.093529,15138000
2018/02/06,48.615112,25921200
2018/02/05,47.325924,19725800
2018/02/02,49.333515,17562200
2018/02/01,50.809681,11674100
2018/01/31,50.770317,16806800
2018/01/30,50.150326,16863500
2018/01/29,51.11475,12234900
2018/01/26,51.911884,14909200
2018/01/25,50.780155,13904300
2018/01/24,50.632538,17205600
2018/01/23,50.307781,14141400
2018/01/22,49.904297,16840000
2018/01/19,49.776363,14011500
2018/01/18,49.431919,17119200
2018/01/17,49.471291,23115200
2018/01/16,48.802094,17152600
2018/01/12,48.723358,15978200
2018/01/11,48.17226,11687800
2018/01/10,48.024643,13476600
2018/01/09,48.280518,14153700
2018/01/08,48.014801,15075000
2018/01/05,47.514858,14496400
2018/01/04,47.230568,19815100
2018/01/03,46.769829,24165000
2018/01/02,45.711113,25380000
2017/12/29,46.348305,9750000
2017/12/28,46.58358,7777600
2017/12/27,46.446327,8132200
2017/12/26,46.49535,7650200
2017/12/22,46.426723,11197300
2017/12/21,46.348305,18396800
2017/12/20,46.956089,11432200
2017/12/19,46.877663,28664300
2017/12/18,46.769829,25156800
2017/12/15,47.348202,75176000
2017/12/14,49.200958,22259300
2017/12/13,49.063717,17196900
2017/12/12,49.397018,17464000
2017/12/11,49.475445,15852800
