Date,Adj Close,Volume
2019/02/27,181.809998,966200
2019/02/26,181.710007,1612600
2019/02/25,181.070007,1652900
2019/02/22,180.490005,2023300
2019/02/21,182.279999,1033800
2019/02/20,181.910004,1414700
2019/02/19,180.25,1836400
2019/02/15,179.300003,4730700
2019/02/14,183.919998,1556900
2019/02/13,185.619995,1364400
2019/02/12,185.449997,1819500
2019/02/11,181.089996,1644700
2019/02/08,177.240005,2461400
2019/02/07,181.369995,1853700
2019/02/06,183.809998,1485300
2019/02/05,183.729996,1670800
2019/02/04,182.729996,1694700
2019/02/01,179.309998,1812500
2019/01/31,177.570007,1865100
2019/01/30,177.470001,1562700
2019/01/29,173.580002,1090200
2019/01/28,173.960007,1355500
2019/01/25,175.360001,1968600
2019/01/24,174.100006,1630100
2019/01/23,173.679993,1853100
2019/01/22,175.899994,2105900
2019/01/18,176.910004,3072100
2019/01/17,173.270004,1789700
2019/01/16,171.360001,2342800
2019/01/15,170.630005,2165400
2019/01/14,171.550003,2225000
2019/01/11,170.990005,2836400
2019/01/10,170.119995,1958500
2019/01/09,170.589996,2750900
2019/01/08,167.020004,2610700
2019/01/07,166.729996,2989400
2019/01/04,164.429993,2938600
2019/01/03,157.190002,3033300
2019/01/02,163.190002,2125700
2018/12/31,161.330002,2175300
2018/12/28,158.979996,2876700
2018/12/27,161.020004,2880200
2018/12/26,160.149994,3503100
2018/12/24,152.699997,2935200
2018/12/21,158,6969400
2018/12/20,159.720001,6552700
2018/12/19,162.509995,15288500
2018/12/18,185.009995,4300800
2018/12/17,182.190002,3402000
2018/12/14,184.110001,2558200
2018/12/13,187.179993,4194800
2018/12/12,188.270004,3684700
2018/12/11,189.649994,4584600
2018/12/10,192.929993,5887300
2018/12/07,201.389999,3101100
2018/12/06,214.409988,2248100
2018/12/04,214.868607,3819600
2018/12/03,229.344711,1465900
2018/11/30,228.307861,1588900
2018/11/29,226.812393,1162900
2018/11/28,231.149261,1311500
2018/11/27,224.549255,1122000
2018/11/26,224.359833,1165700
2018/11/23,222.724777,498200
2018/11/21,221.877365,1019900
2018/11/20,220.671005,1620300
2018/11/19,225.616028,1106200
2018/11/16,226.004852,1240900
2018/11/15,227.12146,1285900
2018/11/14,224.479477,1380300
2018/11/13,221.837479,1086500
2018/11/12,218.966187,1577800
2018/11/09,223.721756,1695000
2018/11/08,228.70665,1039700
2018/11/07,230.580963,1289200
2018/11/06,226.08461,1252700
2018/11/05,221.93718,1257200
2018/11/02,220.990051,1808400
2018/11/01,223.362854,1537700
2018/10/31,219.674026,1721800
2018/10/30,215.875549,1302400
2018/10/29,210.402145,1356400
2018/10/26,209.893692,1678100
2018/10/25,213.133865,1632700
2018/10/24,208.567703,2168500
2018/10/23,217.719971,1953800
2018/10/22,217.739899,1366300
2018/10/19,219.135666,1691000
2018/10/18,216.633255,1906800
2018/10/17,222.784607,1377800
2018/10/16,225.496384,1722100
2018/10/15,220.35199,2276300
2018/10/12,220.332047,2869200
2018/10/11,216.762863,2739700
2018/10/10,220.790665,2575300
2018/10/09,229.055603,1668700
2018/10/08,234.27977,1527800
2018/10/05,235.346527,1520500
2018/10/04,238.347427,1101300
2018/10/03,240.211777,1269000
2018/10/02,238.277634,1223700
2018/10/01,239.204819,1427100
2018/09/28,240.062225,1837700
2018/09/27,239.972504,1422300
2018/09/26,240.381256,2270900
2018/09/25,238.477036,2921100
2018/09/24,243.103012,1716600
2018/09/21,246.572495,2389800
2018/09/20,246.064026,2379900
2018/09/19,242.14592,3288700
2018/09/18,240.849838,6941200
2018/09/17,254.957062,2226500
2018/09/14,254.667953,1253300
2018/09/13,252.404816,1717600
2018/09/12,252.215378,1558200
2018/09/11,248.606323,1151500
2018/09/10,248.696045,1229900
2018/09/07,245.226578,1217300
2018/09/06,244.797867,1069400
2018/09/05,243.375946,1889200
2018/09/04,239.925568,1891400
2018/08/31,242.570526,1476000
2018/08/30,245.344757,1171400
2018/08/29,246.19989,981700
2018/08/28,246.229721,857900
2018/08/27,247.492554,1650900
2018/08/24,243.634491,1066100
2018/08/23,243.087601,1205400
2018/08/22,245.54364,1168200
2018/08/21,249.690048,1263800
2018/08/20,247.383163,1031400
2018/08/17,245.54364,803800
2018/08/16,244.857529,1031200
2018/08/15,242.10318,915300
2018/08/14,242.321945,1038800
2018/08/13,239.627274,900100
2018/08/10,240.392914,1483100
2018/08/09,243.415726,1115600
2018/08/08,244.101837,888600
2018/08/07,246.448486,1144700
2018/08/06,243.743866,1209700
2018/08/03,241.944107,962300
2018/08/02,239.756546,1030000
2018/08/01,239.736649,1096700
2018/07/31,244.479675,1886200
2018/07/30,239.080383,1212800
2018/07/27,239.478119,1215300
2018/07/26,239.87587,1505900
2018/07/25,238.881516,1885300
2018/07/24,235.490799,1928200
2018/07/23,235.063217,1207100
2018/07/20,233.601532,1705400
2018/07/19,235.212372,1549800
2018/07/18,234.854416,1888800
2018/07/17,229.842911,1801300
2018/07/16,228.878403,1935900
2018/07/13,232.428207,983400
2018/07/12,231.374207,1333200
2018/07/11,228.918182,1394600
2018/07/10,234.327408,1195700
2018/07/09,233.611481,1733900
2018/07/06,226.979202,1584900
2018/07/05,227.28746,1623600
2018/07/03,226.322922,922000
2018/07/02,228.092865,1587500
2018/06/29,225.776047,2262700
2018/06/28,225.388245,4067900
2018/06/27,228.450836,2596500
2018/06/26,235.510696,1954200
2018/06/25,233.203796,3605700
2018/06/22,240.402863,2635600
2018/06/21,244.678558,3665100
2018/06/20,249.349579,3906200
2018/06/19,256.251984,3160700
2018/06/18,261.488281,1392400
2018/06/15,262.370911,1363700
2018/06/14,261.299896,1015600
2018/06/13,260.744507,1147800
2018/06/12,263.332916,1782400
2018/06/11,259.802368,1424300
2018/06/08,257.997437,1221800
2018/06/07,255.121414,1758700
2018/06/06,254.4272,1096300
2018/06/05,249.914856,953900
2018/06/04,249.795853,919300
2018/06/01,251.501617,1174500
2018/05/31,247.05867,1300900
2018/05/30,250.985916,1201800
2018/05/29,245.561172,1159700
2018/05/25,249.419006,841200
2018/05/24,249.656998,1496300
2018/05/23,248.397522,1095500
2018/05/22,250.499969,1011300
2018/05/21,252.552841,1384200
2018/05/18,247.385956,1195700
2018/05/17,246.40416,1084000
2018/05/16,245.075241,1101200
2018/05/15,245.293396,1638200
2018/05/14,249.270233,1047600
2018/05/11,248.823944,1941200
2018/05/10,245.650436,1232900
2018/05/09,242.149643,1388700
2018/05/08,239.947998,1682500
2018/05/07,241.108337,1308600
2018/05/04,242.913269,989500
2018/05/03,240.146347,1355400
2018/05/02,238.609192,1461900
2018/05/01,242.635574,1599400
2018/04/30,245.154572,1603400
2018/04/27,248.258667,1243600
2018/04/26,244.886795,1708400
2018/04/25,244.857056,1316000
2018/04/24,243.528137,1817800
2018/04/23,246.761169,813900
2018/04/20,245.075241,1512500
2018/04/19,249.50824,1483900
2018/04/18,253.415649,2186200
2018/04/17,249.914856,1351800
2018/04/16,247.961151,1417400
2018/04/13,242.46701,1651800
2018/04/12,239.90834,1167800
2018/04/11,236.030701,906000
2018/04/10,236.030701,1649200
2018/04/09,232.381149,1385400
2018/04/06,232.351395,1447000
2018/04/05,239.075302,1153600
2018/04/04,236.784409,2027400
2018/04/03,239.045547,1540100
2018/04/02,236.52655,2063900
2018/03/29,238.12323,1923500
2018/03/28,232.857162,1882000
2018/03/27,232.698502,1907100
2018/03/26,237.865387,2659400
2018/03/23,227.581192,2666300
2018/03/22,234.315018,4249800
2018/03/21,246.959518,4843700
2018/03/20,249.904938,3398100
2018/03/19,247.544632,1984000
2018/03/16,249.944595,2167000
2018/03/15,245.352921,1732100
2018/03/14,244.866974,1539300
2018/03/13,248.695038,1950400
2018/03/12,244.500031,1277100
2018/03/09,245.075241,1644700
2018/03/08,237.984406,1837500
2018/03/07,239.181885,1648200
2018/03/06,240.527802,1434900
2018/03/05,239.439224,1064200
2018/03/02,238.81572,1729900
2018/03/01,241.181,1967800
2018/02/28,243.862991,1739400
2018/02/27,246.168915,1393700
2018/02/26,251.879272,1534300
2018/02/23,249.612946,1806900
2018/02/22,242.893127,1383500
2018/02/21,240.785141,1281300
2018/02/20,238.489105,1125400
2018/02/16,241.665939,1476800
2018/02/15,242.497269,1707700
2018/02/14,238.330795,1817100
2018/02/13,237.835953,1537700
2018/02/12,237.449982,2667200
2018/02/09,232.887634,5153300
2018/02/08,236.796814,2735400
2018/02/07,248.554001,1520100
2018/02/06,247.594025,3366200
2018/02/05,245.931396,2315400
2018/02/02,253.22522,1655000
2018/02/01,259.123627,2318100
2018/01/31,259.766907,1764600
2018/01/30,258.757446,2455400
2018/01/29,264.923065,1153300
2018/01/26,266.071075,1522200
2018/01/25,265.269409,1603500
2018/01/24,267.614929,1421700
2018/01/23,269.208252,1182800
2018/01/22,271.05896,1006300
