Date,Adj Close,Volume
2019/02/27,1641.089966,3148800
2019/02/26,1636.400024,2665800
2019/02/25,1633,3184500
2019/02/22,1631.560059,3096200
2019/02/21,1619.439941,3483400
2019/02/20,1622.099976,3337600
2019/02/19,1627.579956,3681700
2019/02/15,1607.949951,4343900
2019/02/14,1622.650024,4120500
2019/02/13,1640,3560300
2019/02/12,1638.01001,4858600
2019/02/11,1591,3317300
2019/02/08,1588.219971,5657500
2019/02/07,1614.369995,4626600
2019/02/06,1640.26001,3939900
2019/02/05,1658.810059,4453100
2019/02/04,1633.310059,4929100
2019/02/01,1626.22998,11506200
2019/01/31,1718.72998,10910300
2019/01/30,1670.430054,5783800
2019/01/29,1593.880005,4632800
2019/01/28,1637.890015,4837700
2019/01/25,1670.569946,4945900
2019/01/24,1654.930054,4089900
2019/01/23,1640.02002,5225200
2019/01/22,1632.170044,6416800
2019/01/18,1696.199951,6020500
2019/01/17,1693.219971,4208900
2019/01/16,1683.780029,6366900
2019/01/15,1674.560059,5998500
2019/01/14,1617.209961,6005900
2019/01/11,1640.560059,4686200
2019/01/10,1656.219971,6507700
2019/01/09,1659.420044,6348800
2019/01/08,1656.579956,8881400
2019/01/07,1629.51001,7993200
2019/01/04,1575.390015,9182600
2019/01/03,1500.280029,6975600
2019/01/02,1539.130005,7983100
2018/12/31,1501.969971,6954500
2018/12/28,1478.02002,8829000
2018/12/27,1461.640015,9722000
2018/12/26,1470.900024,10411800
2018/12/24,1343.959961,7220000
2018/12/21,1377.449951,13640300
2018/12/20,1460.829956,9991800
2018/12/19,1495.079956,8792200
2018/12/18,1551.47998,6523000
2018/12/17,1520.910034,8829800
2018/12/14,1591.910034,6367200
2018/12/13,1658.380005,5271300
2018/12/12,1663.540039,6598000
2018/12/11,1643.23999,6244700
2018/12/10,1641.030029,7494800
2018/12/07,1629.130005,7576100
2018/12/06,1699.189941,8789400
2018/12/04,1668.400024,8694500
2018/12/03,1772.359985,6862300
2018/11/30,1690.170044,5761800
2018/11/29,1673.569946,6613200
2018/11/28,1677.75,8458700
2018/11/27,1581.420044,5783200
2018/11/26,1581.329956,6257700
2018/11/23,1502.060059,2707600
2018/11/21,1516.72998,5716800
2018/11/20,1495.459961,10878800
2018/11/19,1512.290039,7790000
2018/11/16,1593.410034,6066100
2018/11/15,1619.439941,8427300
2018/11/14,1599.01001,6486900
2018/11/13,1631.170044,5933300
2018/11/12,1636.849976,6806200
2018/11/09,1712.430054,5902200
2018/11/08,1754.910034,6534900
2018/11/07,1755.48999,8192200
2018/11/06,1642.810059,4257400
2018/11/05,1627.800049,5624700
2018/11/02,1665.530029,6955500
2018/11/01,1665.530029,8135500
2018/10/31,1598.01001,9390200
2018/10/30,1530.420044,12460100
2018/10/29,1538.880005,13866100
2018/10/26,1642.810059,14963800
2018/10/25,1782.170044,10285700
2018/10/24,1664.199951,6928400
2018/10/23,1768.699951,6723900
2018/10/22,1789.300049,4500000
2018/10/19,1764.030029,5907200
2018/10/18,1770.719971,5874000
2018/10/17,1831.72998,5295200
2018/10/16,1819.959961,5859900
2018/10/15,1760.949951,6437200
2018/10/12,1788.609985,9444600
2018/10/11,1719.359985,13935900
2018/10/10,1755.25,10988900
2018/10/09,1870.319946,4772900
2018/10/08,1864.420044,7393200
2018/10/05,1889.650024,6822300
2018/10/04,1909.420044,7257000
2018/10/03,1952.76001,5253100
2018/10/02,1971.310059,5400700
2018/10/01,2004.359985,3460500
2018/09/28,2003,4085100
2018/09/27,2012.97998,4329400
2018/09/26,1974.849976,4313500
2018/09/25,1974.550049,4538400
2018/09/24,1934.359985,4213700
2018/09/21,1915.01001,6855900
2018/09/20,1944.300049,3154900
2018/09/19,1926.420044,4056800
2018/09/18,1941.050049,4268700
2018/09/17,1908.030029,7050200
2018/09/14,1970.189941,3642000
2018/09/13,1989.869995,3621500
2018/09/12,1990,4414000
2018/09/11,1987.150024,5033600
2018/09/10,1939.01001,4544800
2018/09/07,1952.069946,4892600
2018/09/06,1958.310059,7488700
2018/09/05,1994.819946,8220600
2018/09/04,2039.51001,5721100
2018/08/31,2012.709961,4204400
2018/08/30,2002.380005,7277300
2018/08/29,1998.099976,6531800
2018/08/28,1932.819946,3100700
2018/08/27,1927.680054,3569000
2018/08/24,1905.390015,2800900
2018/08/23,1902.900024,3563000
2018/08/22,1904.900024,3080500
2018/08/21,1883.420044,3105600
2018/08/20,1876.709961,2862000
2018/08/17,1882.219971,4104300
2018/08/16,1886.52002,3957100
2018/08/15,1882.619995,7700700
2018/08/14,1919.650024,3986100
2018/08/13,1896.199951,5512600
2018/08/10,1886.300049,3639900
2018/08/09,1898.52002,4849900
2018/08/08,1886.52002,3963000
2018/08/07,1862.47998,3377500
2018/08/06,1847.75,3391800
2018/08/03,1823.290039,3460500
2018/08/02,1834.329956,4354700
2018/08/01,1797.170044,4153100
2018/07/31,1777.439941,5738700
2018/07/30,1779.219971,6562300
2018/07/27,1817.27002,9681000
2018/07/26,1808,9924400
2018/07/25,1863.609985,3738200
2018/07/24,1829.23999,4278700
2018/07/23,1802,3888500
2018/07/20,1813.699951,3884400
2018/07/19,1812.969971,4676900
2018/07/18,1842.920044,4861900
2018/07/17,1843.930054,5682900
2018/07/16,1822.48999,5466200
2018/07/13,1813.030029,4383200
2018/07/12,1796.619995,4532700
