Date,BitCoin,Ethereum,Microsoft_Close,Apple_Close,HP_Close,IBM_Close,Samsung_Close,Johnson.Johnson_Close,Pfizer_Close,Roche_Close,Merck_Close,EA_Close,NTDOY_Close,AMZN_Close,CAT_Close,FDX_Close,ORCL_Close,SAP_Close,SIEGY_Close,UPS_Close,WMT_Close,CAG_Close,GIS_Close,MKC_Close,BAC_Close,C_Close,GS_Close,HSBC_Close,JPM_Close,MS_Close
10/16/13,3569.554833,120.4059778,30.356218,58.201576,59.784035,151.363831,34.906116,78.387253,24.529087,33.154194,40.031048,24.209999,13.627893,310.48999,71.470581,118.435097,30.565668,66.614174,40.427322,40.427322,66.014885,20.532852,40.43671,60.606892,13.514112,48.04744,150.511368,39.632671,46.882988,25.892122
10/17/13,3579.341881,120.2123398,30.601597,58.595303,60.244766,141.717621,35.176704,79.127167,24.907726,32.961323,39.980137,24.530001,13.844508,310.769989,71.620743,120.289536,30.426802,66.440971,40.5,40.5,66.172073,20.618408,40.602543,61.209465,13.606928,48.312073,146.865753,39.856682,47.065319,26.163437
10/18/13,3593.183177,119.8905691,30.636644,59.105186,60.975582,140.86647,35.041412,78.834641,25.11351,33.144547,39.555805,25.030001,13.731493,328.929993,72.86377,121.490601,30.454578,67.224884,41.150826,41.150826,66.110931,20.513107,40.784946,61.083549,13.579082,48.34042,147.208939,39.892807,47.143452,26.850756
10/21/13,3591.022152,116.4289745,30.66293,60.553528,60.761105,140.120743,34.797878,78.464691,25.022966,31.447302,39.470932,24.5,13.910437,326.440002,73.164124,122.422623,30.500866,69.649536,40.988953,40.988953,65.621941,20.513107,40.602543,60.543949,13.476985,48.227013,148.210831,40.167381,47.117409,26.61562
10/22/13,3360.534076,103.2855553,30.303635,60.380447,61.078835,141.831116,34.337879,79.462708,25.253439,31.080851,39.436993,25.23,13.816256,332.540009,74.390465,124.613403,30.454578,71.98304,42.217922,42.217922,66.643608,20.940876,41.16634,61.614162,13.476985,47.971836,147.728409,40.478085,46.553078,26.642742
10/23/13,3367.519032,103.9392121,29.585045,60.971642,59.577499,142.479614,33.986107,79.238998,25.18759,30.945843,39.513371,24.610001,13.712656,326.76001,69.877159,124.738327,30.269444,71.600204,42.168365,42.168365,66.276855,20.796093,41.473125,61.677113,13.189252,47.433151,146.327667,40.157291,45.797752,26.299088
10/24/13,3419.767899,105.9936587,29.549988,61.778843,60.276543,144.125122,33.959053,79.454094,25.195822,30.762615,39.224838,24.74,13.882182,332.209991,70.519531,126.419853,30.611942,71.518166,42.911697,42.911697,66.730919,20.77635,41.381924,61.713097,13.152125,47.395351,148.38707,40.368725,45.563332,26.579441
10/25/13,3412.230431,106.2401879,31.311422,61.087799,60.824642,143.355057,35.041412,79.2304,25.195822,30.868692,39.496403,24.75,13.674984,363.390015,70.719749,126.890587,30.685999,72.42057,42.94474,42.94474,66.434029,20.875063,41.50629,62.189754,13.23566,47.310287,150.362991,40.317688,45.815113,26.434744
10/28/13,3439.805699,106.1211666,31.171206,61.543068,61.301266,143.76033,35.176704,79.48851,25.302822,31.215857,38.486485,24.83,13.731493,358.160004,70.310966,127.342209,30.676735,72.730492,42.746513,42.746513,67.35965,21.190956,42.03693,62.603439,13.207816,47.395351,149.769257,40.281223,45.736977,26.19961
10/29/13,3420.633227,106.1733014,31.127392,60.009949,62.48489,147.626923,35.284946,80.133804,25.72262,31.235146,38.68169,24.129999,13.769163,362.700012,70.135773,127.928383,31.204369,72.092422,42.759724,42.759724,67.28978,21.431093,42.335419,62.927223,13.133563,47.461502,150.381485,40.390591,45.780384,26.598219
10/30/13,3441.032215,107.5714899,31.14492,60.964672,61.571365,146.03006,35.420238,79.832664,25.459219,31.080851,38.393143,26,13.232336,361.079987,69.651901,127.611275,31.037746,71.828079,42.389717,42.389717,67.158798,21.324736,41.987167,62.324642,13.152125,47.14962,150.325821,40.091675,45.667507,26.371731
10/31/13,3395.018645,104.1371894,31.030996,60.709133,61.60313,145.268097,36.367306,79.67778,25.261669,31.080851,38.265854,26.25,13.194665,364.029999,69.543465,125.872108,31.009977,71.417892,42.2906,42.2906,67.019096,21.145258,41.804771,62.189754,12.966493,46.10984,149.221939,40.128132,44.747215,26.027481
11/1/13,3425.262161,105.00828,31.136156,60.399052,61.507797,145.284286,37.016716,80.331657,25.656773,31.640171,38.384663,25.629999,13.213501,359,69.735329,129.379242,31.037746,70.91655,42.023003,42.023003,67.298531,21.138607,41.721859,61.794044,13.012901,46.072033,150.325821,40.252068,45.589371,26.45327
11/4/13,3566.666164,115.2563719,31.495455,61.179546,61.841434,146.127335,36.556717,80.039139,25.730852,31.707676,38.800503,25.73,13.232336,358.73999,69.985603,129.830841,31.204369,71.581963,41.996574,41.996574,67.525558,21.038902,41.83794,62.027859,13.031466,45.968048,151.35553,41.199863,45.18132,26.580099
11/5/13,3562.920476,116.1124519,32.108887,61.028553,61.785835,144.165649,36.177887,79.849869,25.714384,31.264074,38.494987,25.559999,13.844508,358.890015,70.11911,130.897354,31.009977,70.898315,41.286278,41.286278,67.604156,21.643808,42.03693,62.153767,12.929366,45.731735,150.233078,40.915524,45.103195,26.263018
11/6/13,3549.770799,116.3314967,33.458435,63.06485,61.682579,146.031906,36.25906,80.047745,25.689503,31.437656,39.004177,25.74,14.296575,356.179993,70.26091,127.57283,31.537607,72.247383,41.527447,41.527447,68.25032,21.863171,42.410034,63.089108,12.957211,45.958595,151.689499,40.87907,45.233414,26.389858
11/7/13,3581.551947,118.2059598,32.86253,62.044285,60.109711,146.692001,36.935547,79.746635,25.639734,31.148354,38.885368,25.33,14.014032,343.559998,69.785378,125.439728,31.472816,71.746048,42.204708,42.204708,67.682732,21.510866,41.788197,61.973919,12.808702,45.703377,148.09021,40.295815,44.842731,26.018419
11/8/13,3528.463529,115.7333685,33.107914,63.021267,61.976486,146.683884,37.043774,80.916718,25.979824,31.591951,39.717045,25.700001,14.560279,350.309998,70.27758,127.380676,31.796804,72.21093,42.343464,42.343464,68.075691,21.696989,41.904263,62.144775,13.291352,47.206345,151.364838,40.78429,46.84827,26.670696
11/11/13,3605.855187,119.200111,32.941406,62.838459,62.26244,149.039078,37.152008,81.123184,25.913469,31.312294,39.886787,25.99,14.353081,354.380005,70.202507,127.332603,31.815311,74.00663,42.336853,42.336853,68.992554,21.544098,41.829647,62.162773,13.365603,47.423748,151.986343,40.82803,46.969822,27.25955
11/12/13,3623.717337,121.687446,32.739845,62.95467,60.943806,149.193939,37.774372,80.495132,26.029596,31.418373,40.387501,26.440001,14.45668,349.529999,69.952248,129.360031,32.120792,72.757835,42.082466,42.082466,68.730591,21.490919,41.83794,62.225712,13.291352,46.809338,151.105087,40.521824,46.856956,26.960592
11/13/13,3593.72174,121.9013892,33.440914,63.029758,61.535507,149.585144,37.936722,80.305855,26.436052,31.611238,40.17532,26.42,14.880491,356.220001,70.244225,129.994171,32.398495,73.468819,42.564808,42.564808,68.896507,21.80999,42.186172,62.774323,13.588367,47.253616,151.151474,40.266651,47.004547,27.22331
11/14/13,3568.751259,118.5098662,33.318226,63.941368,62.415035,148.493042,38.153194,80.804855,26.543884,30.685469,40.582676,25.959999,14.767475,367.399994,69.877159,131.099167,31.824568,73.596436,43.047153,43.047153,69.05368,21.976173,42.725098,63.13406,13.736873,47.461559,151.392639,40.252068,47.230278,27.486038
11/15/13,3654.347067,128.0799992,33.160484,63.55759,63.382519,149.291718,38.04496,81.209236,26.709784,30.666182,40.794842,24.059999,15.398485,369.170013,69.860458,133.222656,32.324429,75.2463,43.027328,43.027328,69.175919,21.936289,42.542698,63.03513,13.848251,47.641159,152.505844,40.536411,47.638329,27.449797
11/18/13,3606.16489,123.5910351,32.59964,62.787613,63.006725,150.334854,38.55909,81.131805,26.552176,30.791548,40.743919,24.120001,15.257215,366.179993,70.110733,131.771805,32.333691,74.699379,43.043842,43.043842,69.175919,21.66375,42.244217,62.756348,13.848251,48.009819,153.693237,40.893646,48.393684,27.476973
11/19/13,3617.346291,126.5650301,32.440701,62.898998,62.806828,150.970535,37.50378,81.613602,26.261856,30.627607,40.794842,23.32,15.351392,364.940002,69.802063,128.754654,32.176331,74.763191,42.938129,42.938129,69.202133,21.643808,41.77161,62.33363,14.108137,48.369015,154.546661,40.82803,48.749649,27.486038
11/20/13,3995.325193,149.4467337,32.740917,62.348152,63.046692,150.921631,36.800243,81.863106,26.477526,30.222584,40.84576,23,15.341976,362.570007,68.976166,129.311981,32.167065,74.043091,42.875359,42.875359,68.896507,21.451033,40.826397,61.704102,14.052446,47.990906,153.062424,40.849903,48.70623,27.422615
11/21/13,3992.986144,148.9541572,33.023457,63.091476,63.166637,150.0578,37.152008,81.906128,26.519001,30.251514,41.261608,23.389999,15.172451,368.920013,68.508972,132.963211,32.342941,74.416801,42.83902,42.83902,68.861557,21.391205,40.975643,61.991882,14.470121,48.898361,154.982681,41.068626,49.678619,27.984297
11/22/13,3989.631741,149.6001646,33.173561,62.929253,63.142647,147.75145,36.908482,82.521225,26.643421,30.135792,41.533169,23.139999,15.822293,372.309998,69.143005,131.704529,32.241127,74.945503,43.473324,43.473324,69.691132,21.723572,41.556034,62.378609,14.516531,49.541142,155.938156,40.849903,49.886978,28.391964
11/25/13,3812.381108,152.873631,33.23539,63.406246,61.759373,145.828171,37.124947,82.850456,26.660015,29.856131,42.144203,22.780001,15.869388,376.640015,70.411064,131.848618,32.194839,75.01841,43.499756,43.499756,70.232506,21.683685,41.357048,61.865974,14.674322,50.372967,157.218323,40.718674,50.051941,28.573154
11/26/13,3795.592741,148.7968733,32.979321,64.575745,62.94276,144.499771,36.962593,82.356621,26.452635,30.386522,42.076317,22.52,15.502081,381.369995,70.377693,132.415527,32.333691,75.228058,43.661636,43.661636,70.450813,21.57069,41.854519,62.180748,14.73929,50.108295,155.882477,40.747841,49.635208,28.437267
11/27/13,3882.304754,153.9656358,33.200062,66.096306,61.847324,145.852585,36.989658,82.287323,26.444345,30.444382,42.288483,22.110001,15.200705,386.709991,70.636314,134.385284,32.666931,76.002853,44.011829,44.011829,70.669128,21.80999,41.895988,62.405598,14.692883,50.146103,156.561874,40.820751,49.90435,28.455381
11/29/13,3689.56462,131.3735702,33.668045,67.320251,61.567474,146.431183,37.395538,82.010094,26.319921,30.801191,42.288483,22.17,15.144197,393.619995,70.577927,133.270691,32.666931,75.401253,43.648418,43.648418,70.738991,21.92964,41.813057,62.054859,14.683601,50.023232,157.231979,40.900944,49.678619,28.355728
12/2/13,3807.153022,130.7066629,33.950596,66.734314,62.407047,144.638351,38.369671,81.68087,26.402868,30.801191,42.585506,21.9,15.087689,392.299988,70.285934,134.721603,32.472546,74.471497,43.450199,43.450199,70.826294,21.863171,41.6721,61.973919,14.600067,49.739632,157.957947,40.499954,49.470249,28.473499
12/3/13,3767.350024,128.632904,33.826984,68.561172,63.702343,143.49736,38.369671,81.412292,25.896881,30.714399,42.229065,21.540001,14.494353,384.660004,69.968925,132.63652,32.463287,74.407692,42.782852,42.782852,70.91362,21.89641,41.954006,61.910938,14.423714,49.27647,156.403671,40.164581,49.366058,28.056768
12/4/13,4054.29626,140.9478191,34.383255,68.401375,64.741798,143.220276,38.856735,81.117714,25.938354,30.820477,41.847176,22.34,14.409592,385.959991,70.052338,133.280273,32.463287,74.079544,42.376495,42.376495,70.456902,21.856525,42.045212,61.686104,14.51659,49.191395,157.008606,39.639645,49.652573,28.201721
12/5/13,3949.794342,129.9295019,33.553246,68.752472,64.150108,143.49736,38.694378,80.545952,25.921766,31.05192,41.42284,21.01,14.400172,384.48999,70.419434,132.809479,32.259632,74.198051,42.13203,42.13203,69.771843,21.696989,41.6721,61.173485,14.330837,48.265034,154.086243,39.282406,48.463135,27.368259
12/6/13,3862.726329,112.9109053,33.87112,67.798485,63.830273,144.793167,38.694378,81.819481,26.162321,31.119425,41.915066,22.24,14.569696,386.950012,71.328751,133.933655,32.842815,74.945503,42.981083,42.981083,70.211006,21.982821,42.700237,62.387596,14.451575,48.671494,155.621887,39.537575,48.671497,27.594746
12/9/13,3709.316759,100.4732858,34.180164,68.574486,63.558414,144.622055,39.046143,81.819481,26.195496,31.003704,42.059338,22.190001,14.513189,384.890015,71.820953,134.337265,32.953892,75.109573,42.971169,42.971169,70.219772,22.01606,42.65049,62.846256,14.470152,49.257561,156.049988,39.610485,49.062191,27.531328
12/10/13,3562.894946,95.33637204,33.650383,68.467964,63.438484,144.34494,38.910851,81.559578,25.99642,30.666182,41.949013,22.059999,14.692133,387.779999,72.096268,133.211838,32.213356,74.207161,42.858841,42.858841,69.455643,21.610569,42.061802,61.614162,14.451575,48.907822,157.967255,39.37719,49.227158,27.875589
12/11/13,3478.461203,93.14244639,33.208893,67.960686,62.702877,142.780258,39.424969,80.667221,25.424067,30.531174,41.541656,21.08,14.390755,382.190002,71.14521,131.307312,31.991199,74.198051,42.607758,42.607758,69.464432,21.617216,41.945724,62.00087,14.16366,47.934193,155.984848,38.954323,48.68018,27.28673
12/12/13,3200.642468,84.22103608,32.864521,67.861435,63.814281,141.288849,39.235554,78.977814,25.092268,30.482956,41.378956,20.969999,14.466099,381.25,71.387131,131.143784,31.102547,73.751396,42.561512,42.561512,68.946243,21.371267,41.100014,61.16449,14.16366,48.123238,156.664276,38.713726,48.888542,27.61286
12/13/13,3194.962272,83.14924108,32.396545,67.121719,63.582405,140.824356,39.587326,79.142441,25.092268,30.174366,41.430336,22.219999,14.268319,384.23999,71.78759,132.644287,30.760057,73.933693,42.399624,42.399624,68.577354,21.052195,41.158047,60.849724,14.098648,48.179958,156.720093,38.684563,48.767006,28.165482
12/16/13,3414.833749,88.70928092,32.573151,67.493378,64.973694,144.939865,39.830856,79.159752,25.092268,30.569748,41.181988,22.059999,14.381335,388.970001,72.897148,134.520004,31.046999,75.063988,43.592262,43.592262,68.278725,21.118666,41.381924,60.885696,14.154372,48.113792,159.102676,38.947029,48.984051,28.011475
12/17/13,3360.946628,87.34211241,32.246441,67.189507,64.637863,143.236572,39.614384,78.544632,25.001019,30.695112,41.019283,22.75,14.381335,387.649994,72.513405,133.788956,31.130323,74.380348,43.146263,43.146263,67.848366,20.925894,41.108311,60.687855,14.098648,47.915295,158.674561,38.648106,48.376312,27.649103
12/18/13,3419.733768,89.52455656,32.299423,66.678619,65.18158,145.632553,39.370853,80.260017,25.523605,30.714399,41.875629,22.860001,14.946418,395.959991,73.556221,134.394928,32.028221,75.01841,43.691376,43.691376,68.454399,21.131962,41.232666,61.20047,14.572316,49.115772,162.723083,39.384468,49.695976,28.64563
12/19/13,3507.306367,92.415549,32.008038,65.914688,65.301514,146.871338,39.019085,79.688232,25.473833,30.714399,41.781437,23.42,15.332557,395.190002,73.03064,134.366119,33.879547,76.176056,44.12746,44.12746,67.839592,22.248718,40.925896,61.515251,14.628044,49.040154,162.657959,39.063683,49.687302,27.957117
12/20/13,3452.616185,92.14089242,32.493675,66.466751,65.589363,146.708328,39.208496,79.783531,25.092268,30.781902,42.235298,23.540001,15.492665,402.200012,74.190247,137.270966,33.666656,76.750313,44.358715,44.358715,68.006462,22.295252,40.876141,61.704102,14.488729,49.352085,163.02092,39.027233,50.095356,28.020533
12/23/13,3713.573383,102.1066863,32.334743,69.017593,65.189575,148.509354,39.208496,79.731552,25.175215,30.733686,42.269562,23.860001,15.633935,402.920013,75.049538,136.770828,34.185036,77.333679,44.847668,44.847668,68.392899,22.142357,40.760071,61.497238,14.572316,49.541142,164.240128,39.486546,50.564182,28.183603
12/24/13,3889.29212,109.0668853,32.740917,68.724609,66.388924,149.316193,40.101437,79.75753,25.12545,30.454025,42.312382,23.83,15.633935,399.200012,75.842072,136.588074,34.546043,77.616257,44.913734,44.913734,68.515877,22.262011,40.859566,61.76704,14.581605,49.56004,163.95163,39.763592,50.572868,28.093008
12/26/13,4118.518242,115.4385357,33.058781,68.268204,66.476891,151.052017,40.317921,80.173409,25.341116,30.714399,42.577839,23.67,15.624517,404.390015,76.04229,137.838516,34.888538,78.126709,45.211075,45.211075,68.849632,22.215481,41.207806,62.009876,14.535165,49.484421,164.221558,39.800041,50.529449,28.174543
12/27/13,4178.603828,117.6414342,32.926342,67.806931,67.132545,150.832001,40.588501,80.008789,25.415768,30.338303,42.637787,23.17,15.756368,398.079987,75.808693,137.963531,35.156994,78.208755,45.60091,45.60091,68.919891,22.301893,41.323875,62.17263,14.553741,49.399353,164.128464,39.923988,50.477367,28.138304
12/30/13,4174.319972,120.0311166,32.926342,67.132591,67.188499,151.915878,39.641438,79.965477,25.457247,30.357592,42.766243,22.889999,15.765785,393.369995,75.808693,137.598038,35.166245,78.965309,45.640553,45.640553,69.060417,22.388309,41.423374,62.51622,14.433002,49.077965,163.551422,39.916698,50.312405,27.948063
12/31/13,3792.192364,110.2687594,33.032299,67.919533,67.228508,152.861267,40.588501,79.350342,25.407475,30.357592,42.860432,22.940001,15.709281,398.790009,75.758629,138.290619,35.416172,79.430183,45.759476,45.759476,69.113091,22.401606,41.381924,62.317299,14.460864,49.257561,164.975388,40.193748,50.772556,28.410086
1/2/14,3951.205029,114.1145074,32.81155,66.964325,65.765236,151.198669,40.561447,78.865173,25.266457,30.405809,42.380878,22.83,15.586845,397.970001,74.974434,134.443069,35.027382,77.397484,44.841053,44.841053,69.306335,22.315195,40.959061,61.792866,14.953111,49.408806,164.630997,39.785461,50.868679,28.111124
1/3/14,3728.872648,110.0448363,32.590809,65.493416,66.404922,152.103302,40.182617,79.575607,25.316231,30.415453,42.586407,22.68,15.652772,396.440002,74.932747,134.712402,34.934536,76.868805,44.715515,44.715515,69.07798,22.262011,40.842983,61.982758,15.241025,50.476944,165.803726,39.435505,51.261921,28.545977
1/6/14,4478.299558,133.282179,31.902086,65.850533,65.525375,151.581757,39.262611,79.991463,25.341116,30.415453,42.594978,22.530001,16.020077,393.630005,73.948318,133.433075,34.795242,76.950851,44.599884,44.599884,68.691544,22.155657,40.909309,61.729572,15.473216,50.864506,166.939148,39.632359,51.559036,28.64563
1/7/14,4246.312774,125.7555888,32.149307,65.379593,66.828697,154.60524,38.883793,81.689537,25.498722,30.116505,42.911827,23.1,16.151924,398.029999,74.190247,135.279922,35.148109,76.732071,44.946774,44.946774,68.902321,22.534555,41.332169,62.281143,15.324618,51.214256,165.93399,40.507248,50.964806,28.555035
1/8/14,4800.342897,146.5471692,31.575382,65.793633,67.524338,153.187225,38.153194,81.576904,25.67292,30.068289,42.637787,23.309999,17.574049,401.920013,74.365433,135.020172,35.027397,77.889717,44.259605,44.259605,68.35778,22.348431,40.580223,61.612026,15.398914,51.809761,166.073624,40.529118,51.445438,28.591274
1/9/14,5553.014895,174.284234,31.372297,64.953445,67.900139,152.706406,38.640259,82.07074,25.656322,30.338303,42.406578,22.75,17.18791,401.01001,74.840973,136.11673,34.962395,77.133156,44.200138,44.200138,68.586143,22.434839,40.939491,62.281143,15.631108,52.178417,165.105713,40.346851,51.349304,28.582214
1/10/14,5497.411279,172.4227591,31.822615,64.520035,68.403854,152.608612,39.397911,82.079399,25.457247,30.290087,42.714863,23.01,17.84717,397.660004,75.508385,137.194077,35.389553,76.148697,44.385147,44.385147,68.542229,22.507963,41.181782,62.796516,15.575381,51.724693,166.0271,40.79887,51.113369,28.355728
1/13/14,5524.801093,175.0018498,30.886652,64.857819,66.924629,150.082245,38.396717,81.871475,25.332819,30.2708,45.489445,22.379999,17.809502,390.980011,74.991119,135.135651,35.05526,75.674713,44.064686,44.064686,68.059151,22.315195,40.780739,62.597607,15.259604,50.779438,163.691025,40.288525,50.422989,27.966185
1/14/14,6282.438677,204.0936778,31.593033,66.148376,68.132004,151.516541,38.532021,82.062073,25.714384,30.473312,45.386681,22.459999,17.574049,397.540009,75.550072,137.261383,35.482418,75.45594,44.715515,44.715515,68.47197,22.521259,40.772381,63.248611,15.575381,50.996838,164.361115,40.536411,50.457951,28.174543
1/15/14,6327.154696,208.5602524,32.458351,67.476418,67.948105,152.999786,39.560261,82.131378,25.863699,30.52153,44.975632,21.93,17.159657,395.869995,77.09346,137.117142,35.66814,75.665596,45.541439,45.541439,68.208481,22.441494,40.43819,63.067795,15.928317,51.979912,166.362106,40.755127,51.987247,29.18919
1/16/14,6327.480646,208.7611236,32.573151,67.099922,67.876152,153.831009,39.884972,81.99276,25.855402,30.65654,44.958496,21.540001,16.914785,395.799988,77.261375,136.405334,35.556705,75.483284,44.649437,44.649437,67.418022,22.634262,40.538441,62.91407,15.863296,49.720737,163.030197,40.397881,51.550308,28.989882
1/17/14,6365.655232,211.8943565,32.122826,65.455879,68.483833,154.914932,40.290855,82.356621,25.789042,30.261156,44.487518,24.1,14.032869,399.609985,77.286743,135.154846,35.482418,75.036652,44.741943,44.741943,66.917389,22.215481,40.337921,62.344418,15.798285,49.408806,164.063324,40.572857,50.781288,30.25819
1/21/14,6425.917802,217.0567251,31.937393,66.472824,69.763145,153.562103,39.77673,81.464264,25.905172,30.617964,44.384743,24.32,15.106525,407.049988,76.576759,136.732361,35.389553,74.207161,45.049191,45.049191,66.609962,22.308542,40.555161,63.239582,15.798285,49.011787,161.196747,40.63118,50.833721,29.560625
1/22/14,6396.352124,208.1085442,31.725479,66.768219,70.434799,148.525665,38.964962,81.715538,25.938354,30.560104,43.97369,24.17,15.728116,404.540009,75.765343,136.876633,35.268841,72.976601,44.223267,44.223267,66.179588,22.36837,40.747326,63.31192,15.928317,49.059055,161.643463,40.645767,50.326859,29.252607
1/23/14,6405.139755,208.8782948,31.840273,67.333588,69.747154,148.916855,39.235554,80.346657,25.722683,30.52153,44.187782,23.870001,15.407901,399.869995,74.78492,134.895126,35.426697,72.602882,44.295948,44.295948,65.83709,22.109127,40.697182,62.778446,15.658973,47.943653,158.91658,40.026062,49.348129,28.518797
1/24/14,6344.738943,198.8207892,32.50251,66.109619,68.77169,146.398621,39.641438,78.501305,24.959545,30.675825,44.513206,23.84,15.210124,387.600006,72.832443,129.450882,34.460945,70.615753,43.169384,43.169384,65.362785,21.770109,40.337921,62.380604,15.278178,46.629734,156.022049,38.786629,48.14217,27.58569
1/27/14,6321.713671,197.04379,31.813787,66.645943,68.611763,144.980621,40.020264,77.920853,24.602865,30.96513,44.984188,24.469999,15.163033,386.279999,77.159973,126.921082,33.885197,70.880104,43.7211,43.7211,65.125648,21.92964,40.546795,62.507183,15.14815,46.138199,153.276535,38.356483,48.14217,27.150839
1/28/14,6276.4645,195.6592733,32.0257,61.319111,69.051537,144.124908,39.77673,78.059464,25.233284,30.367235,45.275349,24.870001,14.569696,394.429993,78.157318,129.220001,34.451645,70.697792,44.338898,44.338898,65.582336,21.796698,40.906063,62.950245,15.538231,46.884937,154.728409,38.516888,48.71019,27.295788
1/29/14,6266.189683,194.8325478,32.37006,60.622982,68.060028,143.758163,40.426147,77.019852,24.976145,30.386522,44.710159,25.219999,15.285467,384.200012,76.593681,126.824883,34.33094,70.114418,45.213627,45.213627,65.081741,21.388037,40.053852,59.044102,15.491791,45.448158,152.541275,37.722187,48.526669,27.168745
1/30/14,6429.687141,202.7953465,32.546658,60.505547,70.122948,144.540543,40.426147,77.539665,25.565081,30.425095,45.823418,26.030001,14.183557,403.01001,78.774315,128.671753,34.73024,70.75248,44.840836,44.840836,65.652618,21.347761,40.580223,58.528728,15.723983,45.665607,154.346863,38.108597,48.937393,27.20504
1/31/14,6436.355484,202.2917699,33.411968,60.604813,70.394814,143.986374,39.695557,76.647293,25.216688,30.367235,45.360992,26.4,13.778582,358.690002,79.374435,128.238937,34.265926,69.658653,44.415283,44.415283,65.591164,21.341042,40.120693,58.03141,15.556805,44.843071,152.746048,37.539921,48.378109,26.778543
2/3/14,6407.667175,200.4194894,32.211121,60.717407,68.979553,140.905792,39.533203,75.183136,25.382587,30.473312,44.598831,26.08,13.788001,346.149994,78.115074,124.506752,33.281597,68.446327,43.609909,43.609909,63.816986,20.60931,39.15152,56.991577,15.1853,43.812511,148.744003,36.891037,47.460533,26.270382
