Date,Adj Close,Volume
2019/02/27,105.160004,9967700
2019/02/26,105.290001,15465400
2019/02/25,106.099998,11230700
2019/02/22,105,10647300
2019/02/21,105.470001,8400100
2019/02/20,105.690002,10030300
2019/02/19,105.18,12764900
2019/02/15,105.550003,14716900
2019/02/14,102.419998,11518500
2019/02/13,103.089996,10754100
2019/02/12,102.599998,12852300
2019/02/11,100.879997,10978500
2019/02/08,101.360001,12892600
2019/02/07,102.379997,13177500
2019/02/06,103.739998,8745000
2019/02/05,103.790001,12763000
2019/02/04,104.25,9871500
2019/02/01,103.879997,13000800
2019/01/31,103.5,17520600
2019/01/30,104.410004,12526300
2019/01/29,104.169998,9743300
2019/01/28,103.879997,12283100
2019/01/25,103.389999,14369400
2019/01/24,102.739998,11296800
2019/01/23,102.68,12146700
2019/01/22,102.940002,17083700
2019/01/18,104.589996,16428700
2019/01/17,102.919998,14247600
2019/01/16,102.5,18533000
2019/01/15,101.68,26504900
2019/01/14,100.940002,21258500
2019/01/11,99.910004,15439900
2019/01/10,100.389999,14376100
2019/01/09,100.400002,14230300
2019/01/08,100.57,13578800
2019/01/07,100.760002,15430700
2019/01/04,100.690002,16935200
2019/01/03,97.110001,16286400
2019/01/02,98.510002,15670900
2018/12/31,96.833618,13237200
2018/12/28,96.04998,17963300
2018/12/27,96.258286,20304700
2018/12/26,95.186989,22542900
2018/12/24,91.397758,17009300
2018/12/21,93.411407,41313900
2018/12/20,95.673035,31825200
2018/12/19,96.506271,28767900
2018/12/18,97.746208,20837200
2018/12/17,98.212418,25113500
2018/12/14,99.482109,19879500
2018/12/13,100.30542,17250900
2018/12/12,100.206223,22621500
2018/12/11,99.561462,16860700
2018/12/10,100.543488,23636400
2018/12/07,102.457939,19248600
2018/12/06,104.342636,27213900
2018/12/04,106.366203,23555900
2018/12/03,111.335838,16034500
2018/11/30,110.294304,18652700
2018/11/29,109.173401,11144300
2018/11/28,110.046318,13977300
2018/11/27,108.836143,9238200
2018/11/26,108.379852,13948300
2018/11/23,105.790878,6488400
2018/11/21,106.772896,10619600
2018/11/20,107.57637,18936200
2018/11/19,109.937202,13987000
2018/11/16,109.103966,13798600
2018/11/15,109.183327,19100000
2018/11/14,106.465401,18361400
2018/11/13,108.707184,13746100
2018/11/12,108.072342,13279700
2018/11/09,110.393494,10432200
2018/11/08,111.474716,11662500
2018/11/07,110.58197,12679600
2018/11/06,108.71711,10825000
2018/11/05,108.211212,10276400
2018/11/02,107.506935,19009200
2018/11/01,108.102104,13065000
2018/10/31,108.141777,20860000
2018/10/30,105.840469,18019700
2018/10/29,104.005371,18445200
2018/10/26,102.586891,19174900
2018/10/25,104.015297,17464700
2018/10/24,102.457939,23168900
2018/10/23,104.402153,21407500
2018/10/22,105.503212,16199100
2018/10/19,107.040726,15234500
2018/10/18,107.219269,17582500
2018/10/17,108.945259,18794500
2018/10/16,107.74501,19302800
2018/10/15,105.483368,18903200
2018/10/12,106.088455,32075700
2018/10/11,107.258949,33705600
2018/10/10,110.572044,23086400
2018/10/09,113.597473,14069500
2018/10/08,114.391029,14370900
2018/10/05,113.696671,13777600
2018/10/04,114.341431,16357400
2018/10/03,113.31974,17142000
2018/10/02,112.265739,13753100
2018/10/01,111.802765,10146300
2018/09/28,111.152634,15815100
2018/09/27,112.80751,13283000
2018/09/26,113.300034,14023600
2018/09/25,114.649551,9308300
2018/09/24,114.974617,12492500
2018/09/21,116.087715,24788200
2018/09/20,116.856049,15590000
2018/09/19,115.86116,16052800
2018/09/18,112.590805,7944200
2018/09/17,112.137672,9561300
2018/09/14,111.802765,10337900
2018/09/13,111.822464,12470800
2018/09/12,111.389046,10800800
2018/09/11,112.718857,9333800
2018/09/10,112.009621,8276900
2018/09/07,112.610504,10955600
2018/09/06,112.393784,9877600
2018/09/05,112.876457,11462400
2018/09/04,113.428093,10174200
2018/08/31,112.866615,13065700
2018/08/30,113.467499,8991800
2018/08/29,114.028976,7221700
2018/08/28,114.403282,8302600
2018/08/27,114.964767,13768000
2018/08/24,112.965118,8845700
2018/08/23,113.014374,9265400
2018/08/22,113.250786,8314700
2018/08/21,113.595543,10976700
2018/08/20,112.906013,8618700
2018/08/17,113.053772,8505100
2018/08/16,113.053772,10118600
